geo_code,age_group,population
E11000005,25-29,227657.00
E11000005,30-34,207167.00
E11000005,35-39,192221.00
E11000005,40-44,168566.00
E11000005,45-49,185705.00
E11000005,50-54,183356.00
E11000005,55-59,163555.00
E11000005,60-64,135657.00
E11000005,65-69,122100.00
E11000005,70-74,113594.00
E11000005,75-79,85978.00
E11000005,80-84,66015.00
E11000005,85-89,40842.00
E11000005,90+,22354.00
E11000005,All ages,2916458.00
E08000025,0-4,83536.00
E08000025,5-9,83354.00
E08000025,10-14,78407.00
E08000025,15-19,79682.00
E08000025,20-24,104627.00
E08000025,25-29,96630.00
E08000025,30-34,83027.00
E08000025,35-39,77134.00
E08000025,40-44,66599.00
E08000025,45-49,68260.00
E08000025,50-54,65745.00
E08000025,55-59,58417.00
E08000025,60-64,48012.00
E08000025,65-69,41140.00
E08000025,70-74,36104.00
E08000025,75-79,27271.00
E08000025,80-84,21729.00
E08000025,85-89,13879.00
E08000025,90+,7821.00
E08000025,All ages,1141374.00
E08000026,0-4,23068.00
E08000026,5-9,24171.00
E08000026,10-14,20649.00
E08000026,15-19,23635.00
E08000026,20-24,41100.00
E08000026,25-29,37377.00
E08000026,30-34,29278.00
E08000026,35-39,23604.00
E08000026,40-44,20051.00
E08000026,45-49,20514.00
E08000026,50-54,20074.00
E08000026,55-59,18216.00
E08000026,60-64,15080.00
E08000026,65-69,13469.00
E08000026,70-74,12859.00
E08000026,75-79,9554.00
E08000026,80-84,7166.00
E08000026,85-89,4381.00
E08000026,90+,2539.00
E08000026,All ages,366785.00
E08000027,0-4,19102.00
E08000027,5-9,20084.00
E08000027,10-14,19275.00
E08000027,15-19,17575.00
E08000027,20-24,17474.00
E08000027,25-29,19851.00
E08000027,30-34,20115.00
E08000027,35-39,19710.00
E08000027,40-44,17891.00
E08000027,45-49,22796.00
E08000027,50-54,23415.00
E08000027,55-59,20467.00
E08000027,60-64,17696.00
E08000027,65-69,17310.00
E08000027,70-74,17177.00
E08000027,75-79,12819.00
E08000027,80-84,9597.00
E08000027,85-89,5526.00
E08000027,90+,2746.00
E08000027,All ages,320626.00
E08000028,0-4,23772.00
E08000028,5-9,24367.00
E08000028,10-14,21918.00
E08000028,15-19,19205.00
E08000028,20-24,19588.00
E08000028,25-29,23048.00
E08000028,30-34,24489.00
E08000028,35-39,23360.00
E08000028,40-44,20171.00
E08000028,45-49,21846.00
E08000028,50-54,22054.00
E08000028,55-59,18814.00
E08000028,60-64,15488.00
E08000028,65-69,13516.00
E08000028,70-74,12261.00
E08000028,75-79,9712.00
E08000028,80-84,7178.00
E08000028,85-89,4302.00
E08000028,90+,2289.00
E08000028,All ages,327378.00
E08000029,0-4,12393.00
E08000029,5-9,13695.00
E08000029,10-14,13419.00
E08000029,15-19,11932.00
E08000029,20-24,10903.00
E08000029,25-29,12405.00
E08000029,30-34,12039.00
E08000029,35-39,12685.00
E08000029,40-44,12410.00
E08000029,45-49,15323.00
E08000029,50-54,15813.00
E08000029,55-59,14778.00
E08000029,60-64,11888.00
E08000029,65-69,11665.00
E08000029,70-74,12054.00
E08000029,75-79,8340.00
E08000029,80-84,6429.00
E08000029,85-89,4209.00
E08000029,90+,2529.00
E08000029,All ages,214909.00
E08000030,0-4,19650.00
E08000030,5-9,19733.00
E08000030,10-14,18494.00
E08000030,15-19,16795.00
E08000030,20-24,16654.00
E08000030,25-29,19194.00
E08000030,30-34,19270.00
E08000030,35-39,18277.00
E08000030,40-44,15870.00
E08000030,45-49,19010.00
E08000030,50-54,18915.00
E08000030,55-59,17236.00
E08000030,60-64,14414.00
E08000030,65-69,13250.00
E08000030,70-74,12663.00
E08000030,75-79,9930.00
E08000030,80-84,7465.00
E08000030,85-89,4377.00
E08000030,90+,2181.00
E08000030,All ages,283378.00
E08000031,0-4,18026.00
E08000031,5-9,18259.00
E08000031,10-14,16313.00
E08000031,15-19,14405.00
E08000031,20-24,16431.00
E08000031,25-29,19152.00
E08000031,30-34,18949.00
E08000031,35-39,17451.00
E08000031,40-44,15574.00
E08000031,45-49,17956.00
E08000031,50-54,17340.00
E08000031,55-59,15627.00
E08000031,60-64,13079.00
E08000031,65-69,11750.00
E08000031,70-74,10476.00
E08000031,75-79,8352.00
E08000031,80-84,6451.00
E08000031,85-89,4168.00
E08000031,90+,2249.00
E08000031,All ages,262008.00
E10000034,0-4,31348.00
E10000034,5-9,34368.00
E10000034,10-14,33439.00
E10000034,15-19,30582.00
E10000034,20-24,30720.00
E10000034,25-29,34027.00
E10000034,30-34,32922.00
E10000034,35-39,34346.00
E10000034,40-44,34008.00
E10000034,45-49,41450.00
E10000034,50-54,44485.00
E10000034,55-59,40617.00
E10000034,60-64,36645.00
E10000034,65-69,37016.00
E10000034,70-74,36345.00
E10000034,75-79,24352.00
E10000034,80-84,17673.00
E10000034,85-89,11027.00
E10000034,90+,6687.00
E10000034,All ages,592057.00
E07000234,0-4,5163.00
E07000234,5-9,5803.00
E07000234,10-14,5831.00
E07000234,15-19,4961.00
E07000234,20-24,4441.00
E07000234,25-29,5306.00
E07000234,30-34,5328.00
E07000234,35-39,5745.00
E07000234,40-44,5991.00
E07000234,45-49,7252.00
E07000234,50-54,7803.00
E07000234,55-59,6840.00
E07000234,60-64,6030.00
E07000234,65-69,5822.00
E07000234,70-74,5811.00
E07000234,75-79,4085.00
E07000234,80-84,3145.00
E07000234,85-89,2031.00
E07000234,90+,1274.00
E07000234,All ages,98662.00
E07000235,0-4,3317.00
E07000235,5-9,4054.00
E07000235,10-14,4258.00
E07000235,15-19,3975.00
E07000235,20-24,3291.00
E07000235,25-29,3449.00
E07000235,30-34,3247.00
E07000235,35-39,3636.00
E07000235,40-44,4060.00
E07000235,45-49,5191.00
E07000235,50-54,6217.00
E07000235,55-59,6090.00
E07000235,60-64,5502.00
E07000235,65-69,5732.00
E07000235,70-74,5852.00
E07000235,75-79,4006.00
E07000235,80-84,3061.00
E07000235,85-89,1974.00
E07000235,90+,1201.00
E07000235,All ages,78113.00
E07000236,0-4,5328.00
E07000236,5-9,5530.00
E07000236,10-14,5276.00
E07000236,15-19,4443.00
E07000236,20-24,4342.00
E07000236,25-29,5539.00
E07000236,30-34,5721.00
E07000236,35-39,6243.00
E07000236,40-44,5260.00
E07000236,45-49,5832.00
E07000236,50-54,5757.00
E07000236,55-59,5199.00
E07000236,60-64,5069.00
E07000236,65-69,5081.00
E07000236,70-74,4324.00
E07000236,75-79,2605.00
E07000236,80-84,1745.00
E07000236,85-89,1064.00
E07000236,90+,631.00
E07000236,All ages,84989.00
E07000237,0-4,5771.00
E07000237,5-9,6126.00
E07000237,10-14,5725.00
E07000237,15-19,6025.00
E07000237,20-24,8369.00
E07000237,25-29,7900.00
E07000237,30-34,6531.00
E07000237,35-39,6623.00
E07000237,40-44,6127.00
E07000237,45-49,6981.00
E07000237,50-54,6994.00
E07000237,55-59,6251.00
E07000237,60-64,5170.00
E07000237,65-69,4881.00
E07000237,70-74,4503.00
E07000237,75-79,3167.00
E07000237,80-84,2390.00
E07000237,85-89,1521.00
E07000237,90+,836.00
E07000237,All ages,101891.00
E07000238,0-4,6307.00
E07000238,5-9,7144.00
E07000238,10-14,7023.00
E07000238,15-19,6270.00
E07000238,20-24,5457.00
E07000238,25-29,6211.00
E07000238,30-34,6454.00
E07000238,35-39,6714.00
E07000238,40-44,6893.00
E07000238,45-49,9092.00
E07000238,50-54,10030.00
E07000238,55-59,9499.00
E07000238,60-64,8702.00
E07000238,65-69,8722.00
E07000238,70-74,8735.00
E07000238,75-79,5800.00
E07000238,80-84,4054.00
E07000238,85-89,2604.00
E07000238,90+,1629.00
E07000238,All ages,127340.00
E07000239,0-4,5462.00
E07000239,5-9,5711.00
E07000239,10-14,5326.00
E07000239,15-19,4908.00
E07000239,20-24,4820.00
E07000239,25-29,5622.00
E07000239,30-34,5641.00
E07000239,35-39,5385.00
E07000239,40-44,5677.00
E07000239,45-49,7102.00
E07000239,50-54,7684.00
E07000239,55-59,6738.00
E07000239,60-64,6172.00
E07000239,65-69,6778.00
E07000239,70-74,7120.00
E07000239,75-79,4689.00
E07000239,80-84,3278.00
E07000239,85-89,1833.00
E07000239,90+,1116.00
E07000239,All ages,101062.00
E12000006,0-4,372157.00
E12000006,5-9,395350.00
E12000006,10-14,366209.00
E12000006,15-19,332849.00
E12000006,20-24,341072.00
E12000006,25-29,374273.00
E12000006,30-34,393402.00
E12000006,35-39,402459.00
E12000006,40-44,381207.00
E12000006,45-49,427928.00
E12000006,50-54,444915.00
E12000006,55-59,403533.00
E12000006,60-64,347385.00
E12000006,65-69,328146.00
E12000006,70-74,330259.00
E12000006,75-79,220423.00
E12000006,80-84,170099.00
E12000006,85-89,107132.00
E12000006,90+,62416.00
E12000006,All ages,6201214.00
E06000055,0-4,11509.00
E06000055,5-9,11706.00
E06000055,10-14,10747.00
E06000055,15-19,9792.00
E06000055,20-24,8916.00
E06000055,25-29,9634.00
E06000055,30-34,10974.00
E06000055,35-39,12003.00
E06000055,40-44,11239.00
E06000055,45-49,12019.00
E06000055,50-54,12500.00
E06000055,55-59,11036.00
E06000055,60-64,9319.00
E06000055,65-69,8369.00
E06000055,70-74,7945.00
E06000055,75-79,5290.00
E06000055,80-84,4258.00
E06000055,85-89,2762.00
E06000055,90+,1605.00
E06000055,All ages,171623.00
E06000056,0-4,17751.00
E06000056,5-9,18569.00
E06000056,10-14,16880.00
E06000056,15-19,14451.00
E06000056,20-24,13088.00
E06000056,25-29,17054.00
E06000056,30-34,19559.00
E06000056,35-39,19916.00
E06000056,40-44,18492.00
E06000056,45-49,20480.00
E06000056,50-54,21287.00
E06000056,55-59,19455.00
E06000056,60-64,16022.00
E06000056,65-69,14503.00
E06000056,70-74,14163.00
E06000056,75-79,9053.00
E06000056,80-84,6865.00
E06000056,85-89,3878.00
E06000056,90+,2140.00
E06000056,All ages,283606.00
E06000032,0-4,17547.00
E06000032,5-9,17052.00
E06000032,10-14,14821.00
E06000032,15-19,12873.00
E06000032,20-24,12892.00
E06000032,25-29,16130.00
E06000032,30-34,18739.00
E06000032,35-39,17096.00
E06000032,40-44,13826.00
E06000032,45-49,13015.00
E06000032,50-54,12912.00
E06000032,55-59,11573.00
E06000032,60-64,9013.00
E06000032,65-69,7475.00
E06000032,70-74,6299.00
E06000032,75-79,4899.00
E06000032,80-84,4271.00
E06000032,85-89,2385.00
E06000032,90+,1291.00
E06000032,All ages,214109.00
E06000031,0-4,15931.00
E06000031,5-9,15702.00
E06000031,10-14,12825.00
E06000031,15-19,10684.00
E06000031,20-24,10497.00
E06000031,25-29,14116.00
E06000031,30-34,16168.00
E06000031,35-39,15307.00
E06000031,40-44,13088.00
E06000031,45-49,13339.00
E06000031,50-54,13021.00
E06000031,55-59,11296.00
E06000031,60-64,9557.00
E06000031,65-69,8574.00
E06000031,70-74,7681.00
E06000031,75-79,5118.00
E06000031,80-84,4053.00
E06000031,85-89,2644.00
E06000031,90+,1440.00
E06000031,All ages,201041.00
E06000033,0-4,11304.00
E06000033,5-9,11716.00
E06000033,10-14,10716.00
E06000033,15-19,9371.00
E06000033,20-24,9481.00
E06000033,25-29,10344.00
E06000033,30-34,11683.00
E06000033,35-39,12762.00
E06000033,40-44,12013.00
E06000033,45-49,13311.00
E06000033,50-54,13178.00
E06000033,55-59,11852.00
E06000033,60-64,9635.00
E06000033,65-69,9281.00
E06000033,70-74,9451.00
E06000033,75-79,6232.00
E06000033,80-84,4820.00
E06000033,85-89,3169.00
E06000033,90+,2144.00
E06000033,All ages,182463.00
E06000034,0-4,13195.00
E06000034,5-9,12953.00
E06000034,10-14,11707.00
E06000034,15-19,9630.00
E06000034,20-24,9201.00
E06000034,25-29,11364.00
E06000034,30-34,13282.00
E06000034,35-39,13132.00
E06000034,40-44,12199.00
E06000034,45-49,12336.00
E06000034,50-54,11982.00
E06000034,55-59,9895.00
E06000034,60-64,7861.00
E06000034,65-69,7205.00
E06000034,70-74,6595.00
E06000034,75-79,4203.00
E06000034,80-84,2998.00
E06000034,85-89,1810.00
E06000034,90+,977.00
E06000034,All ages,172525.00
E10000003,0-4,37295.00
E10000003,5-9,40361.00
E10000003,10-14,37150.00
E10000003,15-19,36962.00
E10000003,20-24,43724.00
E10000003,25-29,40545.00
E10000003,30-34,40029.00
E10000003,35-39,41990.00
E10000003,40-44,40775.00
E10000003,45-49,45748.00
E10000003,50-54,46667.00
E10000003,55-59,41651.00
E10000003,60-64,35821.00
E10000003,65-69,33957.00
E10000003,70-74,33323.00
E10000003,75-79,22114.00
E10000003,80-84,16545.00
E10000003,85-89,10483.00
E10000003,90+,6342.00
E10000003,All ages,651482.00
E07000008,0-4,6865.00
E07000008,5-9,7157.00
E07000008,10-14,6256.00
E07000008,15-19,9412.00
E07000008,20-24,20076.00
E07000008,25-29,12077.00
E07000008,30-34,8068.00
E07000008,35-39,7780.00
E07000008,40-44,6913.00
E07000008,45-49,7020.00
E07000008,50-54,7005.00
E07000008,55-59,5872.00
E07000008,60-64,5135.00
E07000008,65-69,4445.00
E07000008,70-74,3841.00
E07000008,75-79,2762.00
E07000008,80-84,2311.00
E07000008,85-89,1634.00
E07000008,90+,1129.00
E07000008,All ages,125758.00
E07000009,0-4,5104.00
E07000009,5-9,6145.00
E07000009,10-14,5493.00
E07000009,15-19,4714.00
E07000009,20-24,3777.00
E07000009,25-29,4418.00
E07000009,30-34,5265.00
E07000009,35-39,6213.00
E07000009,40-44,6010.00
E07000009,45-49,6687.00
E07000009,50-54,6655.00
E07000009,55-59,5891.00
E07000009,60-64,5148.00
E07000009,65-69,4935.00
E07000009,70-74,4946.00
E07000009,75-79,3184.00
E07000009,80-84,2399.00
E07000009,85-89,1484.00
E07000009,90+,894.00
E07000009,All ages,89362.00
E07000010,0-4,5936.00
E07000010,5-9,5833.00
E07000010,10-14,5336.00
E07000010,15-19,5101.00
E07000010,20-24,5412.00
E07000010,25-29,6068.00
E07000010,30-34,6121.00
E07000010,35-39,5820.00
E07000010,40-44,5396.00
E07000010,45-49,6843.00
E07000010,50-54,7322.00
E07000010,55-59,6919.00
E07000010,60-64,6376.00
E07000010,65-69,6271.00
E07000010,70-74,6244.00
E07000010,75-79,4169.00
E07000010,80-84,3122.00
E07000010,85-89,2034.00
E07000010,90+,1168.00
E07000010,All ages,101491.00
E07000011,0-4,10141.00
E07000011,5-9,10775.00
E07000011,10-14,9910.00
E07000011,15-19,9110.00
E07000011,20-24,8170.00
E07000011,25-29,10558.00
E07000011,30-34,11435.00
E07000011,35-39,11308.00
E07000011,40-44,11134.00
E07000011,45-49,13159.00
E07000011,50-54,13600.00
E07000011,55-59,12512.00
E07000011,60-64,10331.00
E07000011,65-69,9975.00
E07000011,70-74,9912.00
E07000011,75-79,6470.00
E07000011,80-84,4604.00
E07000011,85-89,2681.00
E07000011,90+,1567.00
E07000011,All ages,177352.00
E07000012,0-4,9249.00
E07000012,5-9,10451.00
E07000012,10-14,10155.00
E07000012,15-19,8625.00
E07000012,20-24,6289.00
E07000012,25-29,7424.00
E07000012,30-34,9140.00
E07000012,35-39,10869.00
E07000012,40-44,11322.00
E07000012,45-49,12039.00
E07000012,50-54,12085.00
E07000012,55-59,10457.00
E07000012,60-64,8831.00
E07000012,65-69,8331.00
E07000012,70-74,8380.00
E07000012,75-79,5529.00
E07000012,80-84,4109.00
E07000012,85-89,2650.00
E07000012,90+,1584.00
E07000012,All ages,157519.00
E10000012,0-4,85981.00
E10000012,5-9,91019.00
E10000012,10-14,86038.00
E10000012,15-19,78960.00
E10000012,20-24,79532.00
E10000012,25-29,88841.00
E10000012,30-34,88839.00
E10000012,35-39,90736.00
E10000012,40-44,89320.00
E10000012,45-49,103185.00
E10000012,50-54,108464.00
E10000012,55-59,98546.00
E10000012,60-64,85003.00
E10000012,65-69,80901.00
E10000012,70-74,84301.00
E10000012,75-79,55055.00
E10000012,80-84,41984.00
E10000012,85-89,26247.00
E10000012,90+,14812.00
E10000012,All ages,1477764.00
E07000066,0-4,12642.00
E07000066,5-9,12597.00
E07000066,10-14,11426.00
E07000066,15-19,10202.00
E07000066,20-24,10077.00
E07000066,25-29,12147.00
E07000066,30-34,12918.00
E07000066,35-39,12640.00
E07000066,40-44,11717.00
E07000066,45-49,12874.00
E07000066,50-54,13114.00
E07000066,55-59,11771.00
E07000066,60-64,9815.00
E07000066,65-69,8676.00
E07000066,70-74,8659.00
E07000066,75-79,5734.00
E07000066,80-84,4610.00
E07000066,85-89,2788.00
E07000066,90+,1455.00
E07000066,All ages,185862.00
E07000067,0-4,8564.00
E07000067,5-9,9614.00
E07000067,10-14,9229.00
E07000067,15-19,8056.00
E07000067,20-24,7038.00
E07000067,25-29,8420.00
E07000067,30-34,9202.00
E07000067,35-39,9267.00
E07000067,40-44,9391.00
E07000067,45-49,11217.00
E07000067,50-54,11724.00
E07000067,55-59,10291.00
E07000067,60-64,9073.00
E07000067,65-69,8553.00
E07000067,70-74,8629.00
E07000067,75-79,5424.00
E07000067,80-84,3872.00
E07000067,85-89,2437.00
E07000067,90+,1560.00
E07000067,All ages,151561.00
E07000068,0-4,4402.00
E07000068,5-9,4460.00
E07000068,10-14,4560.00
E07000068,15-19,4135.00
E07000068,20-24,3750.00
E07000068,25-29,4350.00
E07000068,30-34,4527.00
E07000068,35-39,4751.00
E07000068,40-44,4997.00
E07000068,45-49,5455.00
E07000068,50-54,6003.00
E07000068,55-59,5365.00
E07000068,60-64,4234.00
E07000068,65-69,3804.00
E07000068,70-74,4094.00
E07000068,75-79,2687.00
E07000068,80-84,2386.00
E07000068,85-89,1608.00
E07000068,90+,982.00
E07000068,All ages,76550.00
E07000069,0-4,4471.00
E07000069,5-9,4947.00
E07000069,10-14,4850.00
E07000069,15-19,4737.00
E07000069,20-24,4686.00
E07000069,25-29,4999.00
E07000069,30-34,4663.00
E07000069,35-39,4701.00
E07000069,40-44,4857.00
E07000069,45-49,6020.00
E07000069,50-54,6546.00
E07000069,55-59,6204.00
E07000069,60-64,5655.00
E07000069,65-69,5903.00
E07000069,70-74,6560.00
E07000069,75-79,4450.00
E07000069,80-84,3135.00
E07000069,85-89,1811.00
E07000069,90+,875.00
E07000069,All ages,90070.00
E07000070,0-4,10252.00
E07000070,5-9,10938.00
E07000070,10-14,10637.00
E07000070,15-19,9329.00
E07000070,20-24,9246.00
E07000070,25-29,10853.00
E07000070,30-34,11690.00
E07000070,35-39,11820.00
E07000070,40-44,11676.00
E07000070,45-49,12826.00
E07000070,50-54,12875.00
E07000070,55-59,11295.00
E07000070,60-64,9763.00
E07000070,65-69,8963.00
E07000070,70-74,9460.00
E07000070,75-79,5953.00
E07000070,80-84,4830.00
E07000070,85-89,3012.00
E07000070,90+,1661.00
E07000070,All ages,177079.00
E07000071,0-4,11435.00
E07000071,5-9,12074.00
E07000071,10-14,10738.00
E07000071,15-19,11303.00
E07000071,20-24,15118.00
E07000071,25-29,15310.00
E07000071,30-34,12966.00
E07000071,35-39,12562.00
E07000071,40-44,11812.00
E07000071,45-49,12822.00
E07000071,50-54,12841.00
E07000071,55-59,11112.00
E07000071,60-64,9261.00
E07000071,65-69,9238.00
E07000071,70-74,9301.00
E07000071,75-79,5972.00
E07000071,80-84,4387.00
E07000071,85-89,2764.00
E07000071,90+,1507.00
E07000071,All ages,192523.00
E07000072,0-4,7957.00
E07000072,5-9,8083.00
E07000072,10-14,7453.00
E07000072,15-19,6664.00
E07000072,20-24,6641.00
E07000072,25-29,7984.00
E07000072,30-34,7855.00
E07000072,35-39,8473.00
E07000072,40-44,8268.00
E07000072,45-49,9518.00
E07000072,50-54,10028.00
E07000072,55-59,9064.00
E07000072,60-64,7416.00
E07000072,65-69,6673.00
E07000072,70-74,6874.00
E07000072,75-79,4651.00
E07000072,80-84,3569.00
E07000072,85-89,2504.00
E07000072,90+,1462.00
E07000072,All ages,131137.00
E07000073,0-4,6588.00
E07000073,5-9,6475.00
E07000073,10-14,5448.00
E07000073,15-19,4537.00
E07000073,20-24,4738.00
E07000073,25-29,5616.00
E07000073,30-34,6629.00
E07000073,35-39,6509.00
E07000073,40-44,5438.00
E07000073,45-49,5559.00
E07000073,50-54,5796.00
E07000073,55-59,5420.00
E07000073,60-64,4556.00
E07000073,65-69,3631.00
E07000073,70-74,3283.00
E07000073,75-79,2381.00
E07000073,80-84,1969.00
E07000073,85-89,1332.00
E07000073,90+,689.00
E07000073,All ages,86594.00
E07000074,0-4,2996.00
E07000074,5-9,3445.00
E07000074,10-14,3454.00
E07000074,15-19,3370.00
E07000074,20-24,2924.00
E07000074,25-29,3041.00
E07000074,30-34,2866.00
E07000074,35-39,3180.00
E07000074,40-44,3527.00
E07000074,45-49,4697.00
E07000074,50-54,5422.00
E07000074,55-59,4872.00
E07000074,60-64,4566.00
E07000074,65-69,4524.00
E07000074,70-74,4719.00
E07000074,75-79,2900.00
E07000074,80-84,2048.00
E07000074,85-89,1211.00
E07000074,90+,663.00
E07000074,All ages,64425.00
E07000075,0-4,4159.00
E07000075,5-9,4842.00
E07000075,10-14,4998.00
E07000075,15-19,4601.00
E07000075,20-24,4577.00
E07000075,25-29,4631.00
E07000075,30-34,4445.00
E07000075,35-39,4847.00
E07000075,40-44,5161.00
E07000075,45-49,6480.00
E07000075,50-54,6739.00
E07000075,55-59,6193.00
E07000075,60-64,5282.00
E07000075,65-69,5212.00
E07000075,70-74,5701.00
E07000075,75-79,3707.00
E07000075,80-84,2856.00
E07000075,85-89,1681.00
E07000075,90+,869.00
E07000075,All ages,86981.00
E07000076,0-4,7294.00
E07000076,5-9,7853.00
E07000076,10-14,7536.00
E07000076,15-19,7026.00
E07000076,20-24,6795.00
E07000076,25-29,7158.00
E07000076,30-34,6391.00
E07000076,35-39,6463.00
E07000076,40-44,6733.00
E07000076,45-49,8794.00
E07000076,50-54,10213.00
E07000076,55-59,10398.00
E07000076,60-64,10080.00
E07000076,65-69,10943.00
E07000076,70-74,12245.00
E07000076,75-79,8124.00
E07000076,80-84,5978.00
E07000076,85-89,3645.00
E07000076,90+,2134.00
E07000076,All ages,145803.00
E07000077,0-4,5221.00
E07000077,5-9,5691.00
E07000077,10-14,5709.00
E07000077,15-19,5000.00
E07000077,20-24,3942.00
E07000077,25-29,4332.00
E07000077,30-34,4687.00
E07000077,35-39,5523.00
E07000077,40-44,5743.00
E07000077,45-49,6923.00
E07000077,50-54,7163.00
E07000077,55-59,6561.00
E07000077,60-64,5302.00
E07000077,65-69,4781.00
E07000077,70-74,4776.00
E07000077,75-79,3072.00
E07000077,80-84,2344.00
E07000077,85-89,1454.00
E07000077,90+,955.00
E07000077,All ages,89179.00
E10000015,0-4,74764.00
E10000015,5-9,80867.00
E10000015,10-14,74386.00
E10000015,15-19,64943.00
E10000015,20-24,62623.00
E10000015,25-29,71463.00
E10000015,30-34,77536.00
E10000015,35-39,85282.00
E10000015,40-44,81675.00
E10000015,45-49,84939.00
E10000015,50-54,86599.00
E10000015,55-59,76332.00
E10000015,60-64,61714.00
E10000015,65-69,53356.00
E10000015,70-74,51972.00
E10000015,75-79,35968.00
E10000015,80-84,29524.00
E10000015,85-89,19185.00
E10000015,90+,11237.00
E10000015,All ages,1184365.00
E07000095,0-4,6309.00
E07000095,5-9,6389.00
E07000095,10-14,5830.00
E07000095,15-19,5374.00
E07000095,20-24,5241.00
E07000095,25-29,6045.00
E07000095,30-34,6344.00
E07000095,35-39,6732.00
E07000095,40-44,6023.00
E07000095,45-49,6737.00
E07000095,50-54,7306.00
E07000095,55-59,6196.00
E07000095,60-64,5045.00
E07000095,65-69,4368.00
E07000095,70-74,4615.00
E07000095,75-79,3280.00
E07000095,80-84,2675.00
E07000095,85-89,1599.00
E07000095,90+,768.00
E07000095,All ages,96876.00
E07000096,0-4,10044.00
E07000096,5-9,10411.00
E07000096,10-14,9291.00
E07000096,15-19,8078.00
E07000096,20-24,7211.00
E07000096,25-29,9082.00
E07000096,30-34,10577.00
E07000096,35-39,11218.00
E07000096,40-44,10535.00
E07000096,45-49,11196.00
E07000096,50-54,10996.00
E07000096,55-59,10448.00
E07000096,60-64,8714.00
E07000096,65-69,7376.00
E07000096,70-74,6815.00
E07000096,75-79,4591.00
E07000096,80-84,3630.00
E07000096,85-89,2553.00
E07000096,90+,1514.00
E07000096,All ages,154280.00
E07000242,0-4,8458.00
E07000242,5-9,9560.00
E07000242,10-14,9467.00
E07000242,15-19,8428.00
E07000242,20-24,6434.00
E07000242,25-29,7939.00
E07000242,30-34,8647.00
E07000242,35-39,9922.00
E07000242,40-44,10470.00
E07000242,45-49,11594.00
E07000242,50-54,12038.00
E07000242,55-59,10400.00
E07000242,60-64,8220.00
E07000242,65-69,7225.00
E07000242,70-74,7087.00
E07000242,75-79,4793.00
E07000242,80-84,3725.00
E07000242,85-89,2340.00
E07000242,90+,1358.00
E07000242,All ages,148105.00
E07000098,0-4,6755.00
E07000098,5-9,7287.00
E07000098,10-14,6860.00
E07000098,15-19,5778.00
E07000098,20-24,5136.00
E07000098,25-29,5904.00
E07000098,30-34,6286.00
E07000098,35-39,7073.00
E07000098,40-44,6970.00
E07000098,45-49,7191.00
E07000098,50-54,7654.00
E07000098,55-59,6855.00
E07000098,60-64,5515.00
E07000098,65-69,4936.00
E07000098,70-74,4888.00
E07000098,75-79,3345.00
E07000098,80-84,2791.00
E07000098,85-89,1815.00
E07000098,90+,1166.00
E07000098,All ages,104205.00
E07000099,0-4,8009.00
E07000099,5-9,8897.00
E07000099,10-14,7923.00
E07000099,15-19,6769.00
E07000099,20-24,5815.00
E07000099,25-29,7323.00
E07000099,30-34,8376.00
E07000099,35-39,9638.00
E07000099,40-44,9398.00
E07000099,45-49,9804.00
E07000099,50-54,10027.00
E07000099,55-59,8764.00
E07000099,60-64,7228.00
E07000099,65-69,6665.00
E07000099,70-74,6497.00
E07000099,75-79,4599.00
E07000099,80-84,3775.00
E07000099,85-89,2361.00
E07000099,90+,1346.00
E07000099,All ages,133214.00
E07000240,0-4,9507.00
E07000240,5-9,11171.00
E07000240,10-14,10596.00
E07000240,15-19,7963.00
E07000240,20-24,5721.00
E07000240,25-29,7444.00
E07000240,30-34,8554.00
E07000240,35-39,10764.00
E07000240,40-44,11673.00
E07000240,45-49,11403.00
E07000240,50-54,11111.00
E07000240,55-59,9116.00
E07000240,60-64,7324.00
E07000240,65-69,6563.00
E07000240,70-74,6504.00
E07000240,75-79,4419.00
E07000240,80-84,3625.00
E07000240,85-89,2429.00
E07000240,90+,1486.00
E07000240,All ages,147373.00
E07000243,0-4,5891.00
E07000243,5-9,6086.00
E07000243,10-14,5257.00
E07000243,15-19,4561.00
E07000243,20-24,4963.00
E07000243,25-29,6227.00
E07000243,30-34,6816.00
E07000243,35-39,6431.00
E07000243,40-44,5337.00
E07000243,45-49,5947.00
E07000243,50-54,6482.00
E07000243,55-59,5809.00
E07000243,60-64,4606.00
E07000243,65-69,3572.00
E07000243,70-74,3346.00
E07000243,75-79,2386.00
E07000243,80-84,2062.00
E07000243,85-89,1288.00
E07000243,90+,687.00
E07000243,All ages,87754.00
E07000102,0-4,5430.00
E07000102,5-9,6318.00
E07000102,10-14,6145.00
E07000102,15-19,5113.00
E07000102,20-24,4198.00
E07000102,25-29,5166.00
E07000102,30-34,5146.00
E07000102,35-39,6603.00
E07000102,40-44,6745.00
E07000102,45-49,6898.00
E07000102,50-54,7073.00
E07000102,55-59,6258.00
E07000102,60-64,5061.00
E07000102,65-69,4395.00
E07000102,70-74,4424.00
E07000102,75-79,2955.00
E07000102,80-84,2502.00
E07000102,85-89,1586.00
E07000102,90+,1029.00
E07000102,All ages,93045.00
E07000103,0-4,7108.00
E07000103,5-9,7082.00
E07000103,10-14,6247.00
E07000103,15-19,5194.00
E07000103,20-24,4820.00
E07000103,25-29,6678.00
E07000103,30-34,8169.00
E07000103,35-39,8681.00
